,text,category,rank
36392,Yesssss 96 down :),WATER,4
36393,6 hours. ,SLEEP,2
36394,5 hours ,SLEEP,2
36395,7,SLEEP,3
36396,Handled.,STRESS,1
36397,"Anything less than 32 oz and more than ""none."". Those are the choices you give us.  If you have a different way to measure, let me know.  I generally drink at least 2-3 cans of sparkling water a day, plus maybe 1 glass of plain water.  My piss is almost clear.",WATER,3
36398,"800 95% 
Fantastic ",WATER,Can't rate
36399,7.5,SLEEP,3
36400,8 hours of sleep,SLEEP,4
36401,"Yes, I took boxing today at 9:30",WORKOUT,Can't rate
36402,Stress free ,STRESS,4
36403,6.5,SLEEP,2
36404,Not home from work yet but good reminder ,WORKOUT,1
36405,Slow ,STRESS,Can't rate
36406,Yes career ,SLEEP,Can't rate
36407,6,SLEEP,2
36408,I Wil in the afternoon ,WORKOUT,Can't rate
36409,Slept 6 hours,SLEEP,2
36410,Handling stress ,STRESS,3
36411,Food is almost perfect ,FOOD,3
36412,120 oz so far...the workout made me super thirsty ,WORKOUT,Can't rate
36413,"I would love more questions about food. Like maybe ""did you eat breakfast?"" in the morning and so on. And then ask the ""how was your food intake"" question at the end of the day.",FOOD,Can't rate
36414,"I also think a ""breathe"" reminder or something like that around 2pm would help.",SLEEP,1
36415,Yes! Boost/build ,WORKOUT,Can't rate
36416,6:15,SLEEP,2
36417,7,SLEEP,3
36418,5,SLEEP,2
36419,Stress free ,STRESS,4
36420,Slept 6 hours ,SLEEP,2
36421,9 hours,SLEEP,4
36422,"You can keep sending
Them. ",WATER,Can't rate
36423,Yes I did ,WORKOUT,4
36424,7,SLEEP,3
36425,Sick,STRESS,Can't rate
36426,No,WORKOUT,Can't rate
36427,6 hours of really good sleep,SLEEP,2
36428,I could have slept more - I find that 10:30-5:30 is the best. But I feel a lot better than yesterday!,STRESS,2
36429,Workout was almost perfect I think! I made it to 850 on the ski ,WORKOUT,3
36430,"I'm feeling pretty good actually. That workout kicked my ass, but I'm at my lowest weight in almost 2 years, so happy about that. Had a protein shake for breakfast, planning on a salad with some protein for lunch. ",WORKOUT,4
36431,Has a matcha latte at Ammi and will have roasted Brussels with a small piece of meat for dinner (still working through bbq leftovers...),WORKOUT,3
36432,Eh...it's fine,STRESS,Can't rate
36433,"150oz already! Food is good - protein shake, almonds, Greek salad with gyro",WATER,2
36434,On point,FOOD,4
36435,Stress free,STRESS,4
36436,64 for sure,WATER,4
36437,8,SLEEP,4
36438,8 hrs ,SLEEP,4
36439,Need to step it up ,FOOD,2
36440,Avocado toast and an apple - need more food ,FOOD,4
36441,Real shitty day,STRESS,Can't rate
36442,8 hours ,SLEEP,4
36443,Not yet ,FOOD,1
36444,Almost perfect,FOOD,3
36445,64 oz,WATER,4
36446,Stress free,STRESS,4
36447,Managed stress well ,STRESS,Can't rate
36448,8+ hrs,SLEEP,4
36449,7,SLEEP,3
36450,None,STRESS,Can't rate
36451,On point,FOOD,4
36452,8,SLEEP,4
36453,Not good ,FOOD,1
36454,Handled what was thrown my way well ,STRESS,3
36455,32 oz,WATER,3
36456,I ate pancakes this morning ,FOOD,Can't rate
36457,No,WORKOUT,Can't rate
36458,Ok!,WORKOUT,Can't rate
36459,7.5,SLEEP,3
36460,Stress free,STRESS,4
36461,7,SLEEP,3
36462,No.... taking today off ,WORKOUT,Can't rate
36463,8+ hrs,SLEEP,4
36464,Yea!,WORKOUT,Can't rate
36465,6.5,SLEEP,2
36466,Stress free ,STRESS,4
36467,64,WATER,4
36468,Had two small slices of pizza at a work event. But made a point to limit it ,FOOD,3
36469,Yes ,WORKOUT,Can't rate
36470,Almost perfect,FOOD,3
36471,7 hours,SLEEP,3
36472,7,SLEEP,3
36473,Good,FOOD,4
36474,64,WATER,4
36475,"7 hours yesterday ate well woke up early, could have worked out a little longer",SLEEP,3
36476,7 hrs ,SLEEP,3
36477,Stress free ,STRESS,4
36478,Food intake good ,FOOD,4
36479,Not enough ,WATER,2
36480,6,SLEEP,2
36481,7 hrs ,SLEEP,3
36482,Almost perfect ,FOOD,3
36483,Less than 5,SLEEP,1
36484,Yes,WORKOUT,4
36485,6!,SLEEP,2
36486,High but handled!,STRESS,3
36487,Of course! Boxed,WORKOUT,Can't rate
36488,Tiring,STRESS,Can't rate
36489,6 hrs,SLEEP,2
36490,On point,FOOD,4
36491,More like 32 ,WATER,3
36492,Handled what was thrown my way well,STRESS,3
36493,Handled stress well. Ate too much ,STRESS,3
36494,No I'm taking today off ,WORKOUT,Can't rate
36495,"805 84%
Rested ",SLEEP,4
36496,Stress free,STRESS,4
36497,No workout today ,WORKOUT,1
36498,5 hours ,SLEEP,1
36499,Food not good,FOOD,4
36500,7 hrs,SLEEP,3
36501,Not yet re: workout,WORKOUT,Can't rate
36502,Stress free,STRESS,4
36503,On point,FOOD,4
36504,64oz for sure,WATER,4
36505,Please change workout question to after 630 pm,WORKOUT,Can't rate
36506,8 hours,SLEEP,4
36507,I will try to do something in hotel gym,WORKOUT,Can't rate
36508,No I am away for weekend ,WORKOUT,1
36509,Slept 7 and have rowing later ,SLEEP,3
36510,Ate eggs for breakfast and fruit for a snack with pretzels and a bagel w peanut butter before practice ,FOOD,3
36511,Liked “Weekly Review:  Brent.  Let's try to schedule time to make t,WATER,Can't rate
36512,5,SLEEP,1
36513,7 hrs,SLEEP,3
36514,32oz down! ,WATER,3
36515,"Feeling soooo bloated from days of holiday parties, looking forward to regrouping.  And trying to get organized with gym time, my husband being away until the 28th and the kids being home from school! ",WORKOUT,Can't rate
36516,8+ hrs,SLEEP,4
36517,6hrs ,SLEEP,2
36518,Stress free ,STRESS,4
36519,Amazing workout ,SLEEP,4
36520,"My workout 
My meals could have been be",WORKOUT,Can't rate
36521,"Egg whites, avocado ",FOOD,3
36522,7,SLEEP,3
36523,Did not workout yesterday. Still sick. ,WORKOUT,Can't rate
36524,8+ hours ,SLEEP,4
36525,Almost perfect,FOOD,3
36526,64oz for sure,WATER,4
36527,5hrs,SLEEP,2
36528,710,WATER,4
36529,1130,WATER,4
36530,Im aiming for 6,SLEEP,2
36531,I aim for 7 and not yet ,SLEEP,3
36532,Mental clarity/ my feeling well physically,SLEEP,Can't rate
36533,Around 6...another not great sleep,SLEEP,2
36534,Yeah I did!,WORKOUT,Can't rate
36535,7 hours,SLEEP,3
36536,On point,FOOD,4
36537,Handled what was thrown my way,STRESS,3
36538,64oz ,WATER,4
36539,I did not workout tofay,WORKOUT,Can't rate
36540,For having a good night sleep ,SLEEP,Can't rate
36541,Almost perfect ,FOOD,3
36542,A few sips - ,WATER,2
36543,"Super busy at work today
",WORKOUT,Can't rate
36544,8,SLEEP,4
36545,Stress free,STRESS,4
36546,8+,SLEEP,4
36547,On my way out for a run,WORKOUT,Can't rate
36548,Not yet ....,WORKOUT,Can't rate
36549,Stress free,STRESS,4
36550,Need to step it up,FOOD,2
36551,Good,FOOD,4
36552,Spent a lot of time with my son for his bday.  Haven't eaten well today ,FOOD,Can't rate
36553,8,SLEEP,4
36554,Handled,STRESS,3
36555,7,WORKOUT,Can't rate
36556,64,WATER,4
36557,8 hours ,SLEEP,4
36558,6 hours. ,SLEEP,2
36559,6,SLEEP,2
36560,8hrs,SLEEP,4
36561,"Focus

7",SLEEP,3
36562,Yes,WORKOUT,Can't rate
36563,8 hrs ,SLEEP,4
36564,Solid sleep! ,SLEEP,Can't rate
36565,Thankful that I have a day off! ,STRESS,Can't rate
36566,32oz down!,WATER,3
36567,6 hrs,SLEEP,2
36568,Good!,FOOD,4
36569,Stress free,STRESS,4
36570,"64oz down, yes",WATER,4
36571,9,SLEEP,4
36572,Not yet ,FOOD,1
36573,8hrs,SLEEP,4
36574,Actually feeling a bit overwhelmed today. ,SLEEP,Can't rate
36575,Yes,WORKOUT,Can't rate
36576,8 hrs,SLEEP,4
36577,Almost perfect,FOOD,3
36578,"32, but hydrated ",WATER,3
36579,Stress free,STRESS,4
36580,Yes I lifted ,WORKOUT,Can't rate
36581,8+,SLEEP,4
36582,On point ,FOOD,4
36583,Stress free,STRESS,4
36584,More like 32 but def hydrated ,WATER,3
36585,No. Took a rest day today ,WORKOUT,Can't rate
36586,8 full hours of sleep! ,SLEEP,4
36587,Thankful that I was able to have an amazing workout this morning. Felt amazing! ,WORKOUT,4
36588,"Need to step it up. 
",FOOD,2
36589,32 oz - still drinking ,WATER,3
36590,6,SLEEP,2
36591,I worked out,WORKOUT,3
36592,Stress handled,STRESS,1
36593,On point ,FOOD,4
36594,7 hrs ,SLEEP,3
36595,Stress free ,STRESS,4
36596,Yes ,WORKOUT,Can't rate
36597,On point,FOOD,4
36598,Stress free,STRESS,4
36599,9 hrs,SLEEP,4
36600,Didn't workout,WORKOUT,Can't rate
36601,Stress free ,STRESS,4
36602,On point ,FOOD,4
36603,64oz,WATER,4
36604,5hrs ,SLEEP,1
36605,8 ,SLEEP,4
36606,Stress free ,STRESS,4
36607,Almost perfect ,FOOD,3
36608,7-8,SLEEP,3
36609,Food. High carbs,FOOD,Can't rate
36610,Stress emotional day highs and lows,STRESS,Can't rate
36611,8 hours ,SLEEP,4
36612,On point ,FOOD,4
36613,Handled what was thrown my way,STRESS,3
36614,Handled ,STRESS,3
36615,Almost perfect,FOOD,3
36616,Good ,FOOD,4
36617,8+,SLEEP,4
36618,3712 954068 63008 expiration: 8/24,SLEEP,Can't rate
36619,"Slept about 7 hours but restless. Tiny bed, snoring husband ",SLEEP,3
36620,6 hrs ,SLEEP,2
36621,On point I think ,FOOD,4
36622,About 48 oz ,WATER,3
36623,"Was a great day overall. Just have so much to do, that I'm feeling overwhelmed. ",SLEEP,Can't rate
36624,Yes,WORKOUT,Can't rate
36625,7,SLEEP,3
36626,7,SLEEP,3
36627,Ate too many carbs at a fitness retreat. Should stick to drugs and alcohol. #stayinyourlane,FOOD,3
36628,Sick,STRESS,Can't rate
36629,No,WORKOUT,Can't rate
36630,Questionable ,FOOD,Can't rate
36631,8,SLEEP,4
36632,Less than 5hrs ,SLEEP,2
36633,I feel great ,SLEEP,Can't rate
36634,7 hours ,SLEEP,3
36635,32 oz ,WATER,3
36636,Slept about 6.5 hrs ,SLEEP,3
36637,On point ,FOOD,4
36638,About 48 oz,WATER,3
36639,5 hrs ,SLEEP,1
36640,64oz,WATER,4
36641,Work,WORKOUT,Can't rate
36642,No,WATER,Can't rate
36643,5.5,SLEEP,2
36644,Going now ,SLEEP,1
36645,Got about 7 hours of sleep,SLEEP,3
36646,Went for a moderate hour-Long walk,SLEEP,Can't rate
36647,Handling the little bit of stress ,STRESS,3
36648,Very stressed right now due to bookkeeper situation.,STRESS,1
36649,Less than 5 sleep,SLEEP,2
36650,Food on point,FOOD,4
36651,7 ,SLEEP,3
36652,Not yet ,FOOD,1
36653,For food I had avocado toast with an egg and vegistablrs for breakfast,FOOD,3
36654,6.5 hrs ,SLEEP,3
36655,"Yes, and it wasn't my best workout ",WORKOUT,Can't rate
36656,Food is not good today ,FOOD,1
36657,Only had about 32 oz ,WATER,3
36658,"Definitely wish it was a better day. Started out with not happy with my workout, which kind of derailed my whole day. Made a few bad food choices and didn't drink enough water. 
",FOOD,2
36659,Very bad. Not good. I'm the worst. I love fast food.,FOOD,1
36660,On point ,FOOD,4
36661,Stress free,STRESS,4
36662,Yes 8 hours ,SLEEP,4
36663,64 ounces,WATER,4
36664,6.5 ,SLEEP,2
36665,7,SLEEP,3
36666,Not yet ,WORKOUT,1
36667,32oz down,WATER,3
36668,"Workout was at home gym, good I think: 

1 mile run
12 x 3 with a 1 min rest in between 
10# weighted ball squat cleans
15# chest fly
15# squat shoulder press 
1 mile run ",WORKOUT,Can't rate
36669,64oz down,WATER,4
36670,Stress free,STRESS,4
36671,On point,FOOD,4
36672,On point,FOOD,4
36673,7hrs,SLEEP,3
36674,64oz for sure,WATER,4
36675,96oz down,WATER,4
36676,6,SLEEP,2
36677,Weight is pretty stable around 269. I think I need to up my overall cardio. ,WORKOUT,Can't rate
36678,Not rely on it just in my workouts ,WORKOUT,Can't rate
36679,Stress free,STRESS,4
36680,On point,FOOD,4
36681,32oz down,WATER,3
36682,"Workout was good, a bit too long

30 Walking workout w/ incline on treadmill EMOM 15
  10 hollow rocks
  20 touch touches w/ 9lb ball
  10 V-ups
4x25 glute bridges 
12 x 3 with a 1 min rest in between 
10# front arm raises 
10# side raises
25# tricep raises (overhead)
50# tricep pull downs (machine)
1 mile run",WORKOUT,Can't rate
36683,64oz down,WATER,4
36684,6hrs,SLEEP,2
36685,Stress free ,STRESS,4
36686,Later today...,STRESS,Can't rate
36687,8,SLEEP,4
36688,Yes ran 5.6 miles,SLEEP,2
36689,On point,FOOD,4
36690,Stress free ,STRESS,4
36691,32 oz,WATER,3
36692,64 oz*,WATER,4
36693,Got about 7 hours of sleep,SLEEP,3
36694,Went for a moderate hour-Long walk,SLEEP,Can't rate
36695,Stress free ,STRESS,4
36696,Stress free,STRESS,4
36697,Less than 5 and sooo exhausted ,SLEEP,2
36698,Overwhelmed,STRESS,2
36699,On point until lunch lol,FOOD,4
36700,Ugh dehydrated I bet! Lame ass day!,WATER,Can't rate
36701,Chill out Sir ,STRESS,3
36702,"- Did a lot of good work.
- Went to the dentist, had acupuncture, still feel gross, wtf happened and why don't carbs make me happy anymore? This is great but weird.",FOOD,4
36703,Stress free ,STRESS,4
36704,7,SLEEP,3
36705,"Yes.  emom 

",STRESS,Can't rate
36706,Stress free ,STRESS,4
36707,"Had an amazing meeting for cangria.  Linda is on board.  

Could have worked out ",SLEEP,4
36708,Rest day,WORKOUT,Can't rate
36709,Less than ,SLEEP,1
36710,On point! ,FOOD,4
36711,32,WATER,3
36712,6 hrs,SLEEP,2
36713,64 oz for sure ,WATER,4
36714,8 hours,SLEEP,4
36715,On point,FOOD,4
36716,Stress free ,STRESS,4
36717,On point!,FOOD,4
36718,64,WATER,4
36719,"Took a lot of unexpected hiccups well.  

Water ",WATER,Can't rate
36720,Yes. CrossFit ,WORKOUT,4
36721,2 ,SLEEP,1
36722,64oz,WATER,4
36723,Good ,FOOD,4
36724,Stress free ,STRESS,4
36725,On point ,FOOD,4
36726,5,SLEEP,1
36727,Need to step it up ,FOOD,2
36728,About 6.5 hrs ,SLEEP,3
36729,Workout was good ,WORKOUT,Can't rate
36730,Stress free ,STRESS,4
36731,7,SLEEP,3
36732,6.5,SLEEP,2
36733,Stress free ,STRESS,4
36734,Food in on point ,FOOD,4
36735,64 for sure already ,WATER,4
36736,Yes,STRESS,Can't rate
36737,5 hours ,SLEEP,2
36738,On point,FOOD,4
36739,64oz for sure,WATER,4
36740,Stress free,STRESS,4
36741,Yes I worked out today ,WORKOUT,3
36742,7,SLEEP,3
36743,Not sure what I'll do for a workout. Probably romwod,WORKOUT,1
36744,Ok looks like I'm tagging along with Andrea to the box for her workout with Dwight. In . Need a recovery wod. Got any ideas?,WORKOUT,Can't rate
36745,I got 8,WORKOUT,Can't rate
36746,Stress free ,STRESS,4
36747,Food is eh.... ok now but will certainly be having desert later!,FOOD,Can't rate
36748,64oz,WATER,4
36749,7,SLEEP,3
36750,No,WORKOUT,1
36751,6,SLEEP,2
36752,On point ,FOOD,4
36753,32oz down!,WATER,3
36754,6 hrs,SLEEP,2
36755,Good!,FOOD,4
36756,Stress free,STRESS,4
36757,On point,FOOD,4
36758,"64oz down, yes",WATER,4
36759,64oz for sure ,WATER,4
36760,96oz down ,WATER,4
36761,On point,FOOD,4
36762,"Overwhelmed, derailed my day ",STRESS,2
36763,8+,SLEEP,4
36764,Yes ,WORKOUT,Can't rate
36765,Yes ,WORKOUT,Can't rate
36766,7,SLEEP,3
36767,"Took care of 18 hours of work plus build and boxing.

Should not have engaged so much on DOPs.",SLEEP,4
36768,7,SLEEP,3
36769,Handling,STRESS,3
36770,48,WATER,3
36771,No,WORKOUT,Can't rate
36772,On point ,FOOD,4
36773,64oz for sure,WATER,4
36774,Handled what was thrown my way,STRESS,3
36775,Yes I worked out. Did CrossFit tonight,WORKOUT,3
36776,8 hrs,SLEEP,4
36777,8 hours,SLEEP,4
36778,8 hours,SLEEP,4
36779,On point ,FOOD,4
36780,Handled what was thrown my way,STRESS,3
36781,5 hrs ,SLEEP,1
36782,Stress free :) ,STRESS,4
36783,AMAZING ,SLEEP,4
36784,Stress free,STRESS,4
36785,8+ needed it,SLEEP,4
36786,No...taking today off to stretch and rest,WORKOUT,Can't rate
36787,90 oz,WATER,4
36788,Food is on point!,FOOD,4
36789,"So...I need you help me keep going. I need some of your energy and positivity. I'm trying (fake it till you make it, right?) but I'm nervous about slipping. I don't know why. ",FOOD,2
36790,7 hours,SLEEP,3
36791,Almost perfect,FOOD,3
36792,Less than 5 hrs,SLEEP,1
36793,5.5 hrs ,SLEEP,2
36794,Stress free ,STRESS,4
36795,No work was VERY stressful last week. ,STRESS,1
36796,On point ,FOOD,4
36797,80+,WATER,4
36798,8,SLEEP,4
36799,6 hrs ,SLEEP,2
36800,Almost perfect ,FOOD,3
36801,Good!,FOOD,4
36802,Stress free and going to focus on keeping it that way ,STRESS,4
36803,7,SLEEP,3
36804,7 hours. ,SLEEP,3
36805,"Once my mouth situation is figured out, I'll get the food figured out again ",FOOD,Can't rate
36806,10 hours,SLEEP,4
36807,Need to step it up,FOOD,2
36808,Less than 5,SLEEP,2
36809,Ugh like 4. Couldn't sleep at all!!,SLEEP,1
36810,I did! Boost! Did you see the running?! 😂😂,WORKOUT,Can't rate
36811,Handling it,STRESS,Can't rate
36812,"Food for the day - protein shake with 1/2 banana and tbs pb; Chopt salad with pork, avocado, quinoa and veggies; celery and dip, Yasso frozen yogurt bar ",FOOD,1
36813,150 oz water so far,WATER,4
36814,Need to step it up ,FOOD,2
36815,Handled what was thrown my way well,STRESS,3
36816,64 ounces for sure ,WATER,4
36817,8,SLEEP,4
36818,Stress free,STRESS,4
36819,7.5,SLEEP,3
36820,7,SLEEP,3
36821,9,SLEEP,4
36822,I agree with food but I've been on point with hydration,FOOD,4
36823,On point,FOOD,4
36824,64,WATER,4
36825,Stress free,STRESS,4
36826,30,WATER,2
36827,Really?,FOOD,Can't rate
36828,5.5 hrs ,SLEEP,2
36829,Slept 8 hours needed it,SLEEP,4
36830,Stressed,STRESS,1
36831,Sips,WATER,2
36832,Less than 5,SLEEP,1
36833,Shitty 2,FOOD,Can't rate
36834,Yes (Pelotón),WORKOUT,4
36835,5hrs,SLEEP,2
36836,Stress free ,STRESS,4
36837,On point ,FOOD,4
36838,Yes,WORKOUT,Can't rate
36839,6.5 hrs ,SLEEP,3
36840,Stress free ,STRESS,4
36841,Food is almost perfect,FOOD,3
36842,64+,WATER,4
36843,7 ,SLEEP,3
36844,7 hours ,SLEEP,3
36845,We can do Saturday at 10:30 possibly if he could ,SLEEP,4
36846,Monday or Tuesday 7am,SLEEP,3
36847,5 hours ,SLEEP,2
36848,Yes - build ,WORKOUT,Can't rate
36849,Great! Glad I went ,WORKOUT,Can't rate
36850,"Just went to my first couples counseling session, so I'm not gonna lie: I could eat about 4000 calories of crap right now",FOOD,1
36851,7,SLEEP,3
36852,Whole Foods,FOOD,Can't rate
36853,Good - 5k intervals,FOOD,4
36854,6,SLEEP,2
36855,Yes. 6.2 miles trail run ,SLEEP,2
36856,Stress free ,STRESS,4
36857,Almost perfect ,FOOD,3
36858,64,WATER,4
36859,7,SLEEP,3
36860,Not yet,FOOD,1
36861,Wasn't stressed today,STRESS,1
36862,Today I had toast for breakfast and salad for lunch with granola bar before practice and chicken with burrata for dinner  ,FOOD,3
36863,Drinking more now,WATER,Can't rate
36864,Ate well but didn't work out,WORKOUT,Can't rate
36865,7 hours,SLEEP,3
36866,Handling it......,STRESS,Can't rate
36867,No,WORKOUT,Can't rate
36868,Handled what was thrown my way ,STRESS,3
36869,7,SLEEP,3
36870,No😑,WORKOUT,Can't rate
36871,Stress is rising ,STRESS,1
36872,Almost perfect ,FOOD,3
36873,64,WATER,4
36874,No worked until 1030,WORKOUT,Can't rate
36875,6.75,SLEEP,2
36876,Stress free.  Slept a little later and no alarm this morning after two late nights working. ,STRESS,4
36877,On point. ,FOOD,4
36878,38,WATER,3
36879,7 hours,SLEEP,3
36880,Handled what was thrown,STRESS,Can't rate
36881,Between Almost Perfect and Need to Step Up,STRESS,Can't rate
36882,7 hours ,SLEEP,3
36883,On point ,FOOD,4
36884,Stress free ,STRESS,4
36885,7,SLEEP,3
36886,About to,STRESS,Can't rate
36887,Stress free ,STRESS,4
36888,Golf today ,WORKOUT,Can't rate
36889,7,SLEEP,3
36890,Not good ,FOOD,1
36891,7.5.  In bed for 8. ,SLEEP,3
36892,930-430,WATER,4
36893,Great ,FOOD,4
36894,Handled,STRESS,1
36895,64,WATER,4
36896,Met with an old friend.  Could have worked out harder,WORKOUT,3
36897,Yes,WORKOUT,Can't rate
36898,5.5 hours ,SLEEP,2
36899,Yes boxed ,WORKOUT,Can't rate
36900,Handled ,STRESS,3
36901,On point ,FOOD,4
36902,Handled ,STRESS,3
36903,5.5,SLEEP,1
36904,8 hours ,SLEEP,4
36905,Stress free,STRESS,4
36906,6,SLEEP,2
36907,Almost perfect,FOOD,3
36908,5 hours last night,SLEEP,2
36909,Worked out a lot ,WORKOUT,3
36910,Almost perfect,FOOD,3
36911,Stress free,STRESS,4
36912,64 oz,WATER,4
36913,9 hours,SLEEP,4
36914,Hi Lou. I have always struggled with stress. I am noticing it more now that the app is asking me to reflect specifically on stress level every day. The last couple of weeks were especially stressful due to some stuff at work which have now petered out so that will help. Plus I have Thanksgiving break approaching very soon. ,STRESS,1
36915,I got a ton of sleep all weekend and was able to de- stress from the week. I could've eaten a little healthier today but I like easing up a little bit on the weekends. And I still ate ok. ,SLEEP,Can't rate
36916,Today was a rest day although I did do a 10 minute ab workout. ,WORKOUT,Can't rate
36917,Pretty open. I am working late on Tues and Thurs so the earliest evening class I could take is 6.30. I can do any PM class the rest of the week. I can also get to thet gym this upcoming wknd.,WORKOUT,Can't rate
36918,8hrs,SLEEP,4
36919,Overwhelmed,STRESS,2
36920,32oz,WATER,3
36921,Food on point,FOOD,4
36922,8+ hours,SLEEP,4
36923,4 hours ,SLEEP,1
36924,"No, today is a rest day ",WORKOUT,Can't rate
36925,Handling what is thrown at me best I can!,STRESS,3
36926,Not good ,FOOD,1
36927,None,WATER,Can't rate
36928,5 hours ,SLEEP,1
36929,Rest day today ,SLEEP,Can't rate
36930,Stress free ,STRESS,4
36931,On point ,FOOD,4
36932,64oz,WATER,4
36933,5hrs,SLEEP,1
36934,7.5,SLEEP,3
36935,"Yes 
On point
Handled what was thrown my way 

",STRESS,3
36936,64!,WATER,Can't rate
36937,7 hrs,SLEEP,3
36938,"Around 7...a little restless, weird dreams ",SLEEP,3
36939,"Today is going to be a little tricky with eating. I'm jammed, haven't eaten breakfast yet. I have a lunch event for work, but I think it's going to be light - salad with chicken and a cucumber soup. I will need to stay away from alcohol. It's also my 10 year anniversary - we're ordering Indian food and watching handmaid's tale (yup...). I will stay away from rice and bread. ",WORKOUT,2
36940,"I did workout, did build ",WORKOUT,1
36941,Still haven't eaten. Heading to luncheon. Stressed but breathing ,STRESS,1
36942,"Lunch was tiny!! Small piece of chicken, watermelon salad, cucumber soup. I'm cranky.",FOOD,3
36943,120 oz so far,WATER,4
36944,"I had two small bites of the tiny cheesecake. Very small, mostly berries...cheesecake isn't my thing, I was just still hungry ",FOOD,3
36945,Hahahaha what's sleep?,SLEEP,Can't rate
36946,On point ,FOOD,4
36947,8 and yes,SLEEP,4
36948,7.5 hrs ,SLEEP,4
36949,9,SLEEP,4
36950,On point,FOOD,4
36951,Stress free,STRESS,4
36952,64 for sure,WATER,4
36953,28,WATER,2
36954,Stress free,STRESS,4
36955,8,SLEEP,4
36956,Hard to see trends with this.  Is there a way to see monthly charts?,SLEEP,Can't rate
36957,Cheatee,FOOD,Can't rate
36958,32,WORKOUT,Can't rate
36959,8AM,SLEEP,4
36960,11PM,SLEEP,4
36961,8:30AM,SLEEP,4
36962,Need to step it up,FOOD,2
36963,Stress free,STRESS,4
36964,64 oz for sure,WATER,4
36965,8+ hours ,SLEEP,4
36966,6 hrs ,SLEEP,2
36967,6 hrs of sleep,SLEEP,2
36968,Terrible sleep really ,SLEEP,Can't rate
36969,"I worked out today, 1 mile run then CrossFit class ",SLEEP,1
36970,Handling the stress,STRESS,3
36971,Food is on point,FOOD,4
36972,64oz for sure,WATER,4
36973,"Wondering how ""healthy"" these vital proteins recovery things are they seem ok only 3g of sugar and fit into my macros but.... mmm not sure.  I am Intaking about 30-40g of collagen/day that seems like a lot",SLEEP,1
36974,"Yesterday's daily review: 
We finished another job, happy customer was proud of our work. 

Then I lost my shit at home so I need to keep it together!",FOOD,Can't rate
36975,Stress free,STRESS,4
36976,8,SLEEP,4
36977,Healthy 4,FOOD,Can't rate
36978,8,SLEEP,4
36979,6!,SLEEP,2
36980,Got my report done and was able to get analysis done. ,SLEEP,Can't rate
36981,Slept 8 hours,SLEEP,4
36982,Yes boost,WORKOUT,Can't rate
36983,7,SLEEP,3
36984,7 hours last night,SLEEP,3
36985,Not stressed,STRESS,1
36986,6,SLEEP,2
36987, Yes ,WORKOUT,Can't rate
36988,Sounds good to me! Got 8 in ln,SLEEP,4
36989,"Handled work well, worked out better- had a few beers for hockey",WORKOUT,3
36990,Stress free ,STRESS,4
36991,6,STRESS,Can't rate
36992,Didn't workout,WORKOUT,Can't rate
36993,Need to step it up,FOOD,2
36994,A few sips,WATER,2
36995,On point,FOOD,4
36996,Food quality: not good ,FOOD,4
36997,8+ hrs of sleep,SLEEP,4
36998,Didn't workout today,WORKOUT,Can't rate
36999,Yesterday: 96oz down,WATER,4
37000,112oz no,WATER,4
37001,"Daily highlight: 
I got to the gym, I could try to stop forcing myself and my knee soooo frustrated.  ",WORKOUT,Can't rate
37002,"Yes, 32oz down",WATER,3
37003,6 hours,SLEEP,2
37004,Yes,WORKOUT,Can't rate
37005,7 hrs,SLEEP,3
37006,6,SLEEP,2
37007,5hrs,SLEEP,2
37008,Stress free ,STRESS,4
37009,On point ,FOOD,4
37010,64oz,WATER,4
37011,Handled ,STRESS,3
37012,7,SLEEP,3
37013,6,SLEEP,2
37014,7 hours ,SLEEP,3
37015,5,SLEEP,2
37016,Not yet ,FOOD,1
37017,Stress free ,STRESS,4
37018,Ran 5 miles. Horrible calorie intake today. ,SLEEP,2
37019,7,SLEEP,3
37020,Stress free ,STRESS,4
37021,7,SLEEP,3
37022,9 hours,SLEEP,4
37023,Not yet,FOOD,1
37024,7:42  but was up at 1 3 and 5 feeding my animal sized son Luke! A god damn tank ,SLEEP,3
37025,6 hrs,SLEEP,2
37026,64 oz ,WATER,4
37027,Stressed,STRESS,1
37028,Sips,WATER,2
37029,Less than 5,SLEEP,1
37030,Shitty 2,FOOD,Can't rate
37031,7,SLEEP,3
37032,Stress free ,STRESS,4
37033,6.7,SLEEP,2
37034,Stress free,STRESS,4
37035,8+,SLEEP,4
37036,On my way out for a run,WORKOUT,Can't rate
37037,Not yet ....,WORKOUT,Can't rate
37038,On point,FOOD,4
37039,8+,SLEEP,4
37040,Handled what was thrown my way ,STRESS,3
37041,7,SLEEP,3
37042,Almost perfect ,FOOD,3
37043,64,WATER,4
37044,6 hours ,SLEEP,2
37045,Stressful. Dealing with it. ,STRESS,1
37046,Not yet ,WORKOUT,Can't rate
37047,Almost perfect ,FOOD,3
37048,64 ,WATER,4
37049,Took the last pills I plan to take for a while. Ideally forever!,WORKOUT,Can't rate
37050,5 hours ,SLEEP,2
37051,6.75,SLEEP,2
37052,Stress free ,STRESS,4
37053,On point ,FOOD,4
37054,75+,WATER,4
37055,Yes ,WORKOUT,Can't rate
37056,8 hours,SLEEP,4
37057,Good easy workout,WORKOUT,Can't rate
37058,8,SLEEP,4
37059,Not really ,FOOD,Can't rate
37060,About 6.5 hrs ,SLEEP,3
